Date, Time, uiBlowerAB_CmdSpd_rpm, uiBlowerCD_CmdSpd_rpm, fBlowerA_Speed_rpm, fBlowerB_Speed_rpm, fBlowerC_Speed_rpm, fBlowerD_Speed_rpm, fAugerCmdSpd_rpm, fAugerMtrTorq_A, fAugerActSpd_rpm, fPressureSensor1_inH2O, fPressureSensor2_inH2O, CombustorTemp, Weight
2/2/2023,10:49:52,2200,2200,0.0,2380.999512,2380.999512,0.0,6,9.514999,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.15  kg  
2/2/2023,10:49:54,2200,2200,0.0,2083.22998,2380.85791,0.0,6,9.775,-1.805,5e-05,0.00225,5.121265, 'AUNG/W-  0.15  kg  
2/2/2023,10:49:56,2200,2200,0.0,2083.27124,2083.27124,0.0,6,10.714999,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:49:58,2200,2200,0.0,2083.333252,2083.333252,0.0,6,10.714999,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:00,2200,2200,0.0,2083.333252,2380.952393,0.0,6,9.06,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:50:02,2200,2200,0.0,2083.291992,2083.312744,0.0,6,9.105,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:50:04,2200,2200,0.0,2380.976074,2083.354004,0.0,6,8.52,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:06,2200,2200,0.0,2380.928711,2083.312744,0.0,6,8.25,-1.805,0.0,0.0045,4.678013, 'AUNG/W+  0.35  kg  
2/2/2023,10:50:08,2200,2200,1488.051025,2380.881592,2083.27124,0.0,6,7.85,-1.805,0.0,0.0045,5.121265, 'ASNG/W+  0.25  kg  
2/2/2023,10:50:10,2200,2200,2380.976074,2380.976074,2083.333252,0.0,6,7.465,-1.805,0.0,0.0045,4.678013, 'ASNG/W+  0.20  kg  
2/2/2023,10:50:12,2200,2200,2380.905029,2380.905029,2083.312744,0.0,6,7.31,-1.805,0.0,0.0045,5.121265, 'ASNG/W+  0.20  kg  
2/2/2023,10:50:14,2200,2200,2083.291992,2380.905029,2380.905029,0.0,6,7.525,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.30  kg  
2/2/2023,10:50:16,2200,2200,2380.952393,2380.952393,2083.333252,0.0,6,7.48,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:50:18,2200,2200,2380.928711,2380.928711,2083.312744,0.0,6,7.45,-1.805,0.0,0.00225,4.678013, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:20,2200,2200,0.0,2381.094238,2083.436768,0.0,6,7.91,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.20  kg  
2/2/2023,10:50:22,2200,2200,0.0,2380.928711,2083.312744,0.0,6,8.305,-1.805,5e-05,0.0045,4.678013, 'ASNG/W-  0.20  kg  
2/2/2023,10:50:24,2200,2200,2380.952393,2083.333252,2083.333252,0.0,6,9.12,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:26,2200,2200,297.613129,2380.881592,2083.291992,0.0,6,9.844999,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:28,2200,2200,0.0,2380.928711,2380.928711,0.0,6,9.815001,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:30,2200,2200,0.0,2083.291992,2083.291992,0.0,6,9.66,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:32,2200,2200,0.0,2381.542969,2083.457275,0.0,6,9.275,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:34,2200,2200,0.0,2380.834473,2083.22998,0.0,6,9.075,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:36,2200,2200,0.0,2083.333252,2083.333252,0.0,6,9.405,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:38,2200,2200,0.0,2380.881592,2380.905029,0.0,6,9.089999,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:50:40,2200,2200,0.0,2083.354004,2380.999512,0.0,6,8.95,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:50:42,2200,2200,0.0,2380.999512,2083.395264,0.0,6,9.12,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:50:44,2200,2200,297.622009,2380.976074,2083.374756,0.0,6,9.02,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:46,2200,2200,0.0,2083.416016,2083.416016,0.0,6,8.759999,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:48,2200,2200,0.0,2083.312744,2083.333252,0.0,6,8.719999,-1.805,5e-05,0.00225,4.678013, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:50,2200,2200,0.0,2381.117676,2083.416016,0.0,6,9.245,-1.805,0.0,0.0045,4.678013, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:52,2200,2200,0.0,2380.976074,2083.354004,0.0,6,9.26,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:50:54,2200,2200,0.0,2083.354004,2380.976074,0.0,6,10.03,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:56,2200,2200,0.0,2381.566895,2083.457275,0.0,6,11.0,-1.805,0.0,0.00225,4.678013, 'ASNG/W-  0.10  kg  
2/2/2023,10:50:58,2200,2200,0.0,2380.810791,2083.22998,0.0,6,11.325001,-1.805,0.0,0.0045,5.121265, 'AUNG/W-  0.10  kg  
2/2/2023,10:51:00,2200,2200,0.0,2380.928711,2083.312744,0.0,6,11.1,-1.805,5e-05,0.0045,4.678013, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:02,2200,2200,0.0,2381.566895,2381.117676,0.0,6,11.955,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:04,2200,2200,0.0,2380.881592,2083.27124,0.0,6,9.815001,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:06,2200,2200,0.0,2083.395264,2083.374756,0.0,6,9.045,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:08,2200,2200,0.0,2083.291992,2083.291992,0.0,6,9.005,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:10,2200,2200,1190.488037,2380.976074,2380.976074,0.0,6,9.12,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:12,2200,2200,0.0,2083.250732,2083.27124,0.0,6,9.190001,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:51:14,2200,2200,0.0,2083.354004,2083.354004,0.0,6,8.435,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.05  kg  
2/2/2023,10:51:16,2200,2200,0.0,2380.928711,2083.291992,0.0,6,8.365,-1.805,0.0,0.00225,5.121265, 'AUNG/W+  0.00  kg  
2/2/2023,10:51:18,2200,2200,0.0,2380.928711,2380.952393,0.0,6,8.28,-1.805,0.0,0.0045,5.56452, 'AUNG/W-  0.05  kg  
2/2/2023,10:51:20,2200,2200,0.0,2380.952393,2083.333252,0.0,6,8.405,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:51:22,2200,2200,0.0,2083.312744,2083.333252,0.0,6,8.25,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:51:24,2200,2200,0.0,2380.905029,2083.291992,0.0,6,8.305,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:51:26,2200,2200,0.0,2380.834473,2083.291992,0.0,6,8.92,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:51:28,2200,2200,2380.905029,2380.905029,2380.905029,0.0,6,9.79,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:51:30,2200,2200,2381.023193,2381.023193,2380.999512,0.0,6,9.26,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:32,2200,2200,2380.952393,2380.952393,2380.952393,0.0,6,6.88,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.20  kg  
2/2/2023,10:51:34,2200,2200,2381.094238,2381.519287,2381.070557,0.0,6,6.88,-1.805,0.0,0.0045,5.56452, 'AUNG/W-  0.30  kg  
2/2/2023,10:51:36,2200,2200,2083.354004,2380.976074,2083.354004,0.0,6,7.44,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.30  kg  
2/2/2023,10:51:38,2200,2200,2083.333252,2380.952393,2083.333252,0.0,6,7.495,-1.805,0.0,0.00225,5.121265, 'AUNG/W+  0.20  kg  
2/2/2023,10:51:40,2200,2200,2083.312744,2380.928711,2380.952393,0.0,6,7.155,-1.805,0.0,0.0045,5.56452, 'ASNG/W+  0.05  kg  
2/2/2023,10:51:42,2200,2200,2083.22998,2083.22998,2083.250732,0.0,6,6.71,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.15  kg  
2/2/2023,10:51:44,2200,2200,2083.312744,2380.928711,2083.312744,0.0,6,7.065,-1.805,0.0,0.0045,5.56452, 'ASNG/W+  0.10  kg  
2/2/2023,10:51:46,2200,2200,2083.354004,2083.354004,2083.333252,0.0,6,7.295,-1.805,0.0,0.0045,5.56452, 'AUNG/W+  0.05  kg  
2/2/2023,10:51:48,2200,2200,2083.22998,2380.834473,2380.881592,0.0,6,7.51,-1.805,5e-05,0.00225,5.56452, 'AUNG/W+  0.10  kg  
2/2/2023,10:51:50,2200,2200,0.0,2083.354004,2380.976074,0.0,6,7.165,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.15  kg  
2/2/2023,10:51:52,2200,2200,0.0,2381.046875,2083.395264,0.0,6,7.635,-1.805,5e-05,0.0045,5.56452, 'ASNG/W-  0.25  kg  
2/2/2023,10:51:54,2200,2200,0.0,2083.188721,2083.209229,0.0,6,8.065,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.25  kg  
2/2/2023,10:51:56,2200,2200,0.0,2381.023193,2083.416016,0.0,6,7.61,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:51:58,2200,2200,0.0,2380.999512,2083.354004,0.0,6,8.12,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:52:00,2200,2200,0.0,2381.023193,2083.395264,0.0,6,8.195,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:52:02,2200,2200,0.0,2381.046875,2381.023193,0.0,6,7.595,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:52:04,2200,2200,0.0,2084.739746,2084.760254,0.0,6,7.68,-1.805,5e-05,0.0045,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:52:06,2200,2200,0.0,2083.354004,2083.333252,0.0,6,7.45,-1.805,0.0,0.0045,5.56452, 'AUNG/W-  0.25  kg  
2/2/2023,10:52:08,2200,2200,0.0,2083.333252,2083.333252,0.0,6,5.855,-1.805,0.0,0.00225,5.56452, 'AUNG/W-  0.10  kg  
2/2/2023,10:52:10,2200,2200,0.0,2083.27124,2083.291992,0.0,6,6.37,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:12,2200,2200,297.624939,2083.374756,2380.999512,0.0,6,7.21,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:52:14,2200,2200,0.0,2083.312744,2380.928711,0.0,6,7.765,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:52:16,2200,2200,0.0,2083.416016,2083.395264,0.0,6,7.08,-1.805,5e-05,0.0045,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:52:18,2200,2200,0.0,2381.023193,2083.395264,0.0,6,4.46,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:52:20,2200,2200,0.0,2083.850098,2381.070557,0.0,0,4.505,-1.805,0.0,0.0045,5.56452, 'AUNG/W-  0.10  kg  
2/2/2023,10:52:22,2200,2200,0.0,2083.333252,2083.333252,0.0,0,0.345,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:52:24,2200,2200,0.0,2083.354004,2083.354004,0.0,0,0.2,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:26,2200,2200,0.0,2083.374756,2083.374756,0.0,0,0.145,-1.805,5e-05,0.00225,5.121265, 'AUNG/W-  0.20  kg  
2/2/2023,10:52:28,2200,2200,0.0,2083.333252,2083.333252,0.0,0,0.13,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.15  kg  
2/2/2023,10:52:30,2200,2200,0.0,2083.416016,2083.416016,0.0,0,0.1,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:52:32,2200,2200,0.0,2083.374756,2083.374756,0.0,0,0.1,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.15  kg  
2/2/2023,10:52:34,2200,2200,0.0,2082.775391,2380.786865,0.0,0,0.085,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:36,2200,2200,595.244019,2083.354004,2083.354004,0.0,0,0.1,-1.805,0.0,0.00225,5.121265, 'AUNG/W-  0.05  kg  
2/2/2023,10:52:38,2200,2200,0.0,2083.333252,2083.312744,0.0,0,0.075,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:52:40,2200,2200,0.0,2380.928711,2083.312744,0.0,0,0.085,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:52:42,2200,2200,0.0,2380.952393,2380.952393,0.0,0,0.075,-1.805,0.0,0.00225,5.121265, 'AUNG/W-  0.10  kg  
2/2/2023,10:52:44,2200,2200,0.0,2380.952393,2083.333252,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:46,2200,2200,0.0,2380.928711,2083.312744,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:52:48,2200,2200,0.0,2380.999512,2083.374756,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:52:50,2200,2200,0.0,2380.976074,2380.976074,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.20  kg  
2/2/2023,10:52:52,2200,2200,0.0,2380.905029,2380.905029,0.0,0,0.075,-1.805,0.0,0.00225,5.121265, 'AUNG/W-  0.15  kg  
2/2/2023,10:52:54,2200,2200,0.0,2083.354004,2083.354004,0.0,0,0.075,-1.805,5e-05,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:56,2200,2200,0.0,2083.374756,2083.374756,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:52:58,2200,2200,0.0,2083.354004,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:00,2200,2200,0.0,2380.881592,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.15  kg  
2/2/2023,10:53:02,2200,2200,0.0,2380.976074,2083.354004,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:05,2200,2200,0.0,2083.354004,2083.354004,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:07,2200,2200,1488.154297,2381.046875,2083.416016,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:09,2200,2200,0.0,2380.314697,2380.763428,0.0,0,0.06,-1.79,5e-05,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:11,2200,2200,0.0,2380.976074,2380.952393,0.0,0,0.06,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:13,2200,2200,2381.023193,2083.416016,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:15,2200,2200,2083.354004,2380.976074,2380.952393,0.0,0,0.06,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:17,2200,2200,297.616089,2380.928711,2380.928711,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:19,2200,2200,0.0,2380.952393,2083.333252,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:21,2200,2200,2380.810791,2082.837402,2083.250732,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.15  kg  
2/2/2023,10:53:23,2200,2200,2380.999512,2083.374756,2083.354004,0.0,0,0.075,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:53:25,2200,2200,2380.976074,2083.354004,2083.354004,0.0,0,0.06,-1.805,0.0,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:27,2200,2200,2083.312744,2380.928711,2380.952393,0.0,0,0.06,-1.79,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:29,2200,2200,2083.312744,2380.928711,2380.905029,0.0,0,0.075,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:31,2200,2200,2083.354004,2380.976074,2380.976074,0.0,0,0.06,-1.805,5e-05,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:33,2200,2200,2380.928711,2380.952393,2380.952393,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:35,2200,2200,2380.999512,2380.999512,2380.976074,0.0,0,0.06,-1.805,0.0,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:37,2200,2200,0.0,2381.094238,2381.070557,0.0,0,0.06,-1.79,0.0,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:39,2200,2200,0.0,2380.928711,0.0,0.0,0,0.06,-1.805,5e-05,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:41,2200,2200,0.0,2083.312744,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:43,2200,2200,0.0,2380.976074,0.0,0.0,0,0.06,-1.79,0.0,0.00225,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:45,2200,2200,0.0,2380.976074,0.0,0.0,0,0.06,-1.79,0.0,0.0045,5.121265, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:47,2200,2200,0.0,2083.374756,0.0,0.0,0,0.06,-1.79,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:49,2200,2200,0.0,2380.999512,0.0,0.0,0,0.06,-1.79,0.0,0.0045,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:53:51,2200,2200,0.0,2380.999512,0.0,0.0,0,0.045,-1.79,5e-05,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:53,2200,2200,0.0,2083.354004,0.0,0.0,0,0.06,-1.79,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:55,2200,2200,0.0,2380.976074,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:57,2200,2200,0.0,2380.905029,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:53:59,2200,2200,0.0,2380.928711,0.0,0.0,0,0.06,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:01,2200,2200,0.0,2380.905029,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:03,2200,2200,0.0,2380.928711,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:05,2200,2200,0.0,2380.905029,0.0,0.0,0,0.06,-1.79,5e-05,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:07,2200,2200,0.0,2083.354004,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:09,2200,2200,0.0,2380.999512,0.0,0.0,0,0.06,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:11,2200,2200,0.0,2083.209229,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:13,2200,2200,0.0,2380.952393,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:15,2200,2200,0.0,2380.952393,0.0,0.0,0,0.045,-1.79,5e-05,0.00225,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:17,2200,2200,0.0,2082.858154,0.0,0.0,0,0.045,-1.79,0.0,0.00225,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:19,2200,2200,0.0,2380.905029,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:54:21,2200,2200,0.0,2380.999512,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.05  kg  
2/2/2023,10:54:23,2200,2200,0.0,2380.85791,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.05  kg  
2/2/2023,10:54:25,2200,2200,0.0,2083.374756,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W+  0.05  kg  
2/2/2023,10:54:27,2200,2200,0.0,2381.023193,0.0,0.0,0,0.06,-1.79,5e-05,0.0045,5.121265, 'ASNG/W+  0.05  kg  
2/2/2023,10:54:29,2200,2200,0.0,2380.881592,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.05  kg  
2/2/2023,10:54:31,2200,2200,0.0,2380.928711,0.0,0.0,0,0.045,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:54:33,2200,2200,0.0,2380.952393,0.0,0.0,0,0.06,-1.805,5e-05,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:35,2200,2200,0.0,2380.928711,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:37,2200,2200,297.616089,2083.312744,0.0,0.0,0,0.045,-1.805,0.0,0.0045,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:39,2200,2200,0.0,2083.374756,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:54:41,2200,2200,0.0,2380.928711,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:43,2200,2200,595.244019,2380.952393,0.0,0.0,0,0.045,-1.805,5e-05,0.0045,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:45,2200,2200,0.0,2380.952393,0.0,0.0,0,0.06,-1.805,5e-05,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:47,2200,2200,0.0,2380.881592,0.0,0.0,0,0.06,-1.79,0.0,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:49,2200,2200,0.0,2380.999512,0.0,0.0,0,0.06,-1.82,5e-05,0.0045,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:51,2200,2200,0.0,2381.023193,0.0,0.0,0,0.06,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:53,2200,2200,0.0,2083.333252,0.0,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:55,2200,2200,0.0,2381.094238,1190.547119,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:57,2200,2200,0.0,2380.905029,2083.291992,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.05  kg  
2/2/2023,10:54:59,2200,2200,0.0,2380.952393,2083.333252,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:01,2200,2200,0.0,2380.999512,2083.354004,0.0,0,0.06,-1.805,5e-05,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:03,2200,2200,0.0,2380.976074,2380.976074,0.0,0,0.06,-1.805,5e-05,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:05,2200,2200,0.0,2380.881592,2380.881592,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:07,2200,2200,0.0,2380.928711,2380.928711,0.0,0,0.045,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:09,2200,2200,0.0,2380.952393,2380.952393,0.0,0,0.045,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.05  kg  
2/2/2023,10:55:11,2200,2200,0.0,2381.023193,2381.023193,0.0,0,0.06,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:13,2200,2200,0.0,2380.952393,2380.952393,0.0,0,0.045,-1.805,0.0,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:15,2200,2200,0.0,2380.999512,2083.374756,0.0,0,0.06,-1.805,5e-05,0.00225,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:17,2200,2200,0.0,2380.976074,2083.333252,0.0,0,0.045,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:19,2200,2200,0.0,2380.976074,2083.354004,0.0,0,0.06,-1.805,0.0,0.00225,5.56452, 'ASNG/W+  0.00  kg  
2/2/2023,10:55:21,2200,2200,0.0,2380.905029,2380.952393,0.0,0,0.06,-1.805,5e-05,0.00225,5.121265, 'AUNG/W-  0.10  kg  
2/2/2023,10:55:23,2200,2200,0.0,2381.117676,2381.094238,0.0,0,0.06,-1.805,0.0,0.0045,5.56452, 'ASNG/W-  0.10  kg  
2/2/2023,10:55:25,2200,2200,0.0,2380.834473,2380.85791,0.0,0,0.045,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.15  kg  
2/2/2023,10:55:27,2200,2200,595.238098,2380.928711,2380.928711,0.0,0,0.045,-1.805,0.0,0.00225,5.121265, 'ASNG/W-  0.10  kg  
